2019-12-30 16:22:21+00:00; rafinhabastos; Desculpem meu silêncio. Estou sob a benção de vênus. https://t.co/Eq6Gc1AGNa; 153; 132; 3960; 22; https://twitter.com/rafinhabastos/status/1211683955252092929; None; None
2019-06-26 12:54:15+00:00; rafinhabastos; @BolsonaroOlga Deus tá triste com a senhora. Ele me contou. A senhora não vai pro céu. Infelizmente.; 2; 0; 6; 0; https://twitter.com/rafinhabastos/status/1143865052417544193; None; None
2019-06-26 12:51:37+00:00; rafinhabastos; @daigooliva Vc tá comparando roteiro de cinema e podcast? Parei aqui, champz.; 0; 0; 12; 0; https://twitter.com/rafinhabastos/status/1143864392821297152; None; None
2019-06-26 11:15:56+00:00; rafinhabastos; Não, você não tem personalidade forte. Você é só insuportável mesmo. Abraço.; 216; 12869; 29459; 994; https://twitter.com/rafinhabastos/status/1143840313359757312; None; None
2019-06-25 00:40:25+00:00; rafinhabastos; @rosanakeller Disse a pessoa que há 5 anos tuitava pra Sonia abrão.; 1; 0; 14; 0; https://twitter.com/rafinhabastos/status/1143317991536259072; None; None
2019-06-23 12:13:36+00:00; rafinhabastos; @andersonzhuri 👍 vc é um vencedor. https://t.co/0L3iYwkoFq; 2; 0; 78; 0; https://twitter.com/rafinhabastos/status/1142767662415540224; None; None
2019-06-23 12:06:40+00:00; rafinhabastos; @BolsonaroOlga Boa cristão vc. Deus tá feliz com a sua conduta. 👏👏👏; 2; 0; 6; 0; https://twitter.com/rafinhabastos/status/1142765917127901189; None; None
2019-06-22 00:52:07+00:00; rafinhabastos; Minha namorada descobriu uma série de mensagens eróticas e nudes que troquei com outras mulheres. Felizmente consegui provar de que o vazamento foi ilegal. Continuamos juntos. ❤️; 1931; 8059; 57245; 683; https://twitter.com/rafinhabastos/status/1142233773146161152; None; None
2019-06-21 23:15:57+00:00; rafinhabastos; @lucasfresno Parabens ao casal! ❤️; 6; 0; 210; 0; https://twitter.com/rafinhabastos/status/1142209571768823810; None; None
2019-06-21 22:23:34+00:00; rafinhabastos; @cauemoura Has hahehhsheh; 1; 1; 124; 0; https://twitter.com/rafinhabastos/status/1142196386789654528; None; None
2019-06-21 22:22:52+00:00; rafinhabastos; @Kidids Hahhshhehe; 1; 1; 11; 0; https://twitter.com/rafinhabastos/status/1142196210112974848; None; None
2019-06-20 09:13:37+00:00; rafinhabastos; @LuizThunderbird @astridfontenell @rodrigoleaooo Cuca ❤️❤️❤️; 5; 0; 89; 0; https://twitter.com/rafinhabastos/status/1141635204387225600; None; None
2019-06-20 03:23:48+00:00; rafinhabastos; @MarcelMelfi @subtosco @CanalDoOtario @henrybugalho @cauemoura Hahhshhehe; 1; 0; 8; 0; https://twitter.com/rafinhabastos/status/1141547167464583170; None; None
2019-06-20 03:22:30+00:00; rafinhabastos; @ManoDoCeuGab @ssjubs Eu morri mesmo; 1; 0; 2; 0; https://twitter.com/rafinhabastos/status/1141546839927246848; None; None
2019-06-19 19:52:30+00:00; rafinhabastos; @MuseWendi 10 years ago... in a market that never had stand-up before. He learned, evolved, changed and today owns a comedy club generating jobs in a poor country with a huge unemployment rate. Just updating your tweet.; 0; 0; 2; 0; https://twitter.com/rafinhabastos/status/1141433592951668736; None; None
2019-06-18 23:17:14+00:00; rafinhabastos; Conheça o MESTRINHOS DO CAPITALISMO... pq feliz não é quem brinca, é o dono do brinquedo. Veja: https://t.co/PYRNpcPGca https://t.co/e2aZufPQ6h; 137; 139; 1675; 36; https://twitter.com/rafinhabastos/status/1141122728415465473; None; None
2019-06-17 11:20:23+00:00; rafinhabastos; @camillagp https://t.co/LzNyFWU0kk; 20; 38; 689; 7; https://twitter.com/rafinhabastos/status/1140579941295120389; None; None
2019-06-17 02:34:53+00:00; rafinhabastos; @vp11_8967 É o mesmo elenco toda noite de show. Eu vou estar em todos os shows; 0; 0; 1; 0; https://twitter.com/rafinhabastos/status/1140447693375807488; None; None
2019-06-15 22:44:53+00:00; rafinhabastos; Deus do céu! Agora foi! Anthony Davis por Ingram, Lonzo, Hart e 3 escolhas do draft. WTF!!! O q vcs acham? https://t.co/rHvCjXTMJq; 101; 16; 444; 6; https://twitter.com/rafinhabastos/status/1140027424479969280; None; None
2019-06-15 06:57:19+00:00; rafinhabastos; @victorcamejo @lyotomachidafw 🙌🙌🙌; 0; 0; 1; 0; https://twitter.com/rafinhabastos/status/1139788961302233090; None; None
2019-06-15 05:42:33+00:00; rafinhabastos; Boa @lyotomachidafw!!! https://t.co/MODdaF081s; 18; 35; 721; 6; https://twitter.com/rafinhabastos/status/1139770147181232128; None; None
2019-06-14 06:29:25+00:00; rafinhabastos; @GusLanzetta Qual o sentido disso? Tu tem meu telefone, campeão. Eu tô aqui. Quer esquerda? Assiste com o Gleen Greenwald: https://t.co/pdGy8f0lC4, com o Boulos https://t.co/K80ZBQSPvF e com a Carina Vitral https://t.co/KavdPqV5Nc. Qualquer coisa, deixa de ser mocorongo e me liga.; 79; 13; 1444; 8; https://twitter.com/rafinhabastos/status/1139419551026647041; None; None
2019-06-13 07:23:45+00:00; rafinhabastos; @ELDER_Cerberus Que papo é esse, campeão? https://t.co/xwpkMuVuSC; 6; 2; 84; 0; https://twitter.com/rafinhabastos/status/1139070837657460737; None; None
2019-06-13 03:43:37+00:00; rafinhabastos; @Eduardocavaler2 Hahehhsheh! Boa. Manda mais; 6; 5; 913; 1; https://twitter.com/rafinhabastos/status/1139015440040988672; None; None
2019-06-13 03:20:35+00:00; rafinhabastos; O carro do Nando Moura é zoado??? Como assim??? É só uma réplica nacional??? Oqtacontecenu??? Não manjo de carro alguém explica!!! Isso é calúnia... ele é um Mestre do Capitalismo, gente!!! Vcs estão loucos!!!; 204; 108; 2849; 12; https://twitter.com/rafinhabastos/status/1139009641805824002; None; None
2019-06-12 22:11:05+00:00; rafinhabastos; Luana Piovani, obrigado pela homenagem... mas ACABOU! Faz tempo. Fica aqui o meu carinho e minha solidariedade nesse momento difícil. #diadosnamorados https://t.co/85Eb3rAWnc; 21; 48; 1614; 7; https://twitter.com/rafinhabastos/status/1138931756894056448; None; None
2019-06-10 04:08:16+00:00; rafinhabastos; @antoniotabet E quem celebrou os 2 e acha que quem faz esqueminha tem mais é que se fuder? 60% do país... certeza.; 121; 130; 3968; 11; https://twitter.com/rafinhabastos/status/1137934481401057282; None; None
2019-06-10 04:05:52+00:00; rafinhabastos; @assimdisseojoao Hahhwhshhe 🍻; 9; 2; 164; 0; https://twitter.com/rafinhabastos/status/1137933877559750658; None; None
2019-06-08 08:47:10+00:00; rafinhabastos; @DerosaGiovana 🙌🙌🙌😉; 15; 1; 304; 1; https://twitter.com/rafinhabastos/status/1137279891769036800; None; None
2019-06-06 09:35:20+00:00; rafinhabastos; @jeneuston @Nick_Wechsler Uuajehhahsh; 1; 0; 21; 0; https://twitter.com/rafinhabastos/status/1136567239203667968; None; None
2019-06-06 03:53:02+00:00; rafinhabastos; @nder_son Mas levo uns não malucos tb; 0; 0; 1; 0; https://twitter.com/rafinhabastos/status/1136481095065587712; None; None
2019-06-05 18:51:56+00:00; rafinhabastos; Quando eu levei o @OscarFilho pra passear no parque do Ibirapuera. https://t.co/DgSQgjUHHL; 35; 38; 1165; 4; https://twitter.com/rafinhabastos/status/1136344921869234176; None; https://twitter.com/historyinmoment/status/1136305714467655680
2019-06-05 12:25:02+00:00; rafinhabastos; @trajanoo7 @Gui8seven Heheheheheh; 0; 0; 6; 0; https://twitter.com/rafinhabastos/status/1136247555849764864; None; None
2019-06-02 07:01:53+00:00; rafinhabastos; Balada... pq dançam? Pq pulam? Pq tanto barulho? Sexta que vem, no Globo Repórter.; 42; 80; 968; 6; https://twitter.com/rafinhabastos/status/1135079068716560385; None; None
2019-06-02 02:41:20+00:00; rafinhabastos; Libera essa maconha de uma vez. Não existe droga tão insuportável quanto maconheiro engajado. #legaliza; 125; 684; 5849; 52; https://twitter.com/rafinhabastos/status/1135013499501834240; None; None
2019-05-29 11:24:58+00:00; rafinhabastos; Hey! @naosalvo? https://t.co/8zIHQDdbIS; 45; 43; 1650; 3; https://twitter.com/rafinhabastos/status/1133695726322536448; None; None
2019-05-29 03:09:51+00:00; rafinhabastos; @unosemcontextos A minha ida pra morar em SP se deu com a grana da perda total de um UNO (8 mil reais). Um vermelhinho que eu tinha. Era MILLE.; 3; 2; 111; 0; https://twitter.com/rafinhabastos/status/1133571125701513217; None; None
2019-05-28 22:05:52+00:00; rafinhabastos; @unosemcontextos Tive 3; 44; 27; 1510; 3; https://twitter.com/rafinhabastos/status/1133494623643398149; None; None
2019-05-28 20:56:56+00:00; rafinhabastos; @joaogps_ Hahhwhshhe he; 0; 0; 4; 0; https://twitter.com/rafinhabastos/status/1133477278321504256; None; None
2019-05-27 17:46:58+00:00; rafinhabastos; @GuedesHyure Sim... tá. Merecidamente. E aí? Não entendi, querida.; 0; 0; 12; 0; https://twitter.com/rafinhabastos/status/1133067081224577024; None; None
2019-05-27 15:54:16+00:00; rafinhabastos; @naosalvo @samirsalimjr Q maravilha; 6; 1; 282; 0; https://twitter.com/rafinhabastos/status/1133038719240269824; None; None
2019-05-27 06:42:41+00:00; rafinhabastos; @Muyloco Que animal!!; 0; 0; 14; 0; https://twitter.com/rafinhabastos/status/1132899911345643521; None; None
2019-05-27 04:14:33+00:00; rafinhabastos; Bel Marques bombou no protesto com o sucesso: “🎶 Vcs são CHICLETE e eu sou o BANANA 🎵 ”. https://t.co/1QqY57MkAL; 425; 1118; 10843; 121; https://twitter.com/rafinhabastos/status/1132862629242855425; None; None
2019-05-27 04:05:20+00:00; rafinhabastos; @odiodobemnews @moura_101 Em cima do carrinho pra não levar pescotapa (ou então de photoshopou numa foto do Chiclete). Mais corajoso do que dono de perfil anônimo no Twitter que se esconde atrás de logo. Agora sai do celular que a mamãe tá chamando pra tomar banhinho quente, beber Nescau e fazer naninha.; 169; 70; 4464; 7; https://twitter.com/rafinhabastos/status/1132860312162488320; None; None
2019-05-26 05:31:05+00:00; rafinhabastos; @adaobispobr Uhehehehhe; 3; 1; 65; 0; https://twitter.com/rafinhabastos/status/1132519504641007617; None; None
2019-05-25 20:45:22+00:00; rafinhabastos; @cigarrobarato Melhor fio-me; 1; 0; 54; 0; https://twitter.com/rafinhabastos/status/1132387204699967489; None; None
2019-05-25 20:32:02+00:00; rafinhabastos; Eu acho muito daora quando artista sangue ruim é desmascarado. Já conheci muito mau-caráter q o povo ama. Quando a casa cai, é lindo.; 230; 141; 4893; 19; https://twitter.com/rafinhabastos/status/1132383848766083073; None; None
2019-05-25 20:00:32+00:00; rafinhabastos; @pathy Cada frase tem um movimento dos braço. Curti.; 6; 0; 120; 0; https://twitter.com/rafinhabastos/status/1132375920176766976; None; None
2019-05-25 17:13:04+00:00; rafinhabastos; @eupilo @IcarodaMata13 Uhahahehahe!; 3; 0; 109; 0; https://twitter.com/rafinhabastos/status/1132333775860436993; None; None
2019-05-25 07:49:07+00:00; rafinhabastos; @DiVasca 🤷🏻‍♂️; 2; 1; 76; 0; https://twitter.com/rafinhabastos/status/1132191850880798720; None; None
2019-05-25 07:48:01+00:00; rafinhabastos; @opropriolavo Eu tenho respostas pras suas 3 primeiras perguntas: 1 - Tio, chega de falar bosta. 2- Tio, não fala merda. 3- Tio, quietinho q tá foda.; 189; 108; 4466; 15; https://twitter.com/rafinhabastos/status/1132191574786498560; None; None
2019-05-25 07:42:09+00:00; rafinhabastos; @Dustin_Ybarra You are a lucky man. I wish could say more... but I have a few groceries to deliver.; 1; 0; 7; 0; https://twitter.com/rafinhabastos/status/1132190100748738560; None; None
2019-05-23 23:54:20+00:00; rafinhabastos; Ae MouroMinions! Bem-vindos. O Nescau de vcs tá na geladeira. Amanhã 14h publico uma resposta ao vídeo dele de hj. Já convidei o mocinho pra me encontrar pessoalmente, mas a moça tem medinho. Até amanhã. Eqto isso, coloquem um casaquinho que tá ficando frio. Bjo no coração.; 181; 37; 1291; 10; https://twitter.com/rafinhabastos/status/1131709983412899845; None; None
2019-05-21 13:46:50+00:00; rafinhabastos; Um sopro de esperança para o sistema educacional brasileiro. https://t.co/JHW66I1l69; 83; 93; 1442; 10; https://twitter.com/rafinhabastos/status/1130832325237985282; None; https://twitter.com/grplay2411/status/1130824587221061632
2019-05-21 04:49:45+00:00; rafinhabastos; @insiderfox2 @RenatoCaldas 🤷🏻‍♂️; 1; 0; 3; 0; https://twitter.com/rafinhabastos/status/1130697162218725376; None; None
2019-05-21 04:48:24+00:00; rafinhabastos; @lelezinhamattos Sim, foi. E sou contra. Independente contra quem seja.; 1; 0; 12; 0; https://twitter.com/rafinhabastos/status/1130696821028864000; None; None
2019-05-20 02:15:13+00:00; rafinhabastos; Esse é o Kawhi Leonard jogando manco. https://t.co/ByyUk7iysk; 26; 63; 687; 6; https://twitter.com/rafinhabastos/status/1130295886469320704; None; None
2019-05-20 00:30:42+00:00; rafinhabastos; @RicardoPipo Foi erradaço com ela... obviamente, mas aí vou apoiar o mêmo golpe com o outro? Ná. Votaram... fica.; 10; 2; 134; 0; https://twitter.com/rafinhabastos/status/1130269581929525248; None; None
2019-05-19 18:11:29+00:00; rafinhabastos; @henriquewicz Pode ser. Mas que algo seja provado.; 2; 0; 2; 0; https://twitter.com/rafinhabastos/status/1130174148708306944; None; None
2019-05-19 18:10:56+00:00; rafinhabastos; E digo mais... pensa bem se o impeachment não vai aumentar o merdel. Eu não quero militar no poder. Acho o risco ainda maior. Desculpe ae!; 151; 85; 1938; 8; https://twitter.com/rafinhabastos/status/1130174012443824128; None; None
2019-05-19 18:07:20+00:00; rafinhabastos; A esquerda que torce pro presidente cair por “falta de governabilidade” e essas abobrinhas, precisa olhar pro passado recente do país e tomar vergonha na cara. É hora de entender as cagadas que cometeram e repensar o futuro. Do jeito que tá, a relevância chega a zero já já.; 82; 171; 2549; 11; https://twitter.com/rafinhabastos/status/1130173103152218114; None; None
2019-05-19 17:17:03+00:00; rafinhabastos; @Kidids Fucking amazing relato. Foda.; 1; 0; 13; 0; https://twitter.com/rafinhabastos/status/1130160452456067073; None; None
2019-05-19 17:10:43+00:00; rafinhabastos; https://t.co/xLKGett27R; 17; 202; 1284; 33; https://twitter.com/rafinhabastos/status/1130158854967369729; None; None
2019-05-19 10:37:23+00:00; rafinhabastos; @bozomemes Hahehhshshhshshs; 1; 0; 11; 0; https://twitter.com/rafinhabastos/status/1130059872442171392; None; None
2019-05-19 08:41:06+00:00; rafinhabastos; Sensacional! https://t.co/4N2RGbOYJl; 89; 648; 2834; 116; https://twitter.com/rafinhabastos/status/1130030608019873792; None; None
2019-05-19 08:28:59+00:00; rafinhabastos; @andrebrandt @letrapreta A versão br de The Bachelor pela Rede TV humilha The Office.; 1; 0; 5; 0; https://twitter.com/rafinhabastos/status/1130027560048500736; None; None
2019-05-19 08:23:40+00:00; rafinhabastos; @monicameireles Uma “mulher de Deus” falando essas coisas?; 2; 0; 3; 0; https://twitter.com/rafinhabastos/status/1130026220249333762; None; None
2019-05-17 00:47:16+00:00; rafinhabastos; @senierantos Bebelo? É isso mesmo, campeão?; 19; 0; 349; 1; https://twitter.com/rafinhabastos/status/1129186588112695297; None; None
2019-05-16 19:16:43+00:00; rafinhabastos; @popocatugy @craigpconant @commservpodcast 🙌🙌🙌; 0; 0; 3; 0; https://twitter.com/rafinhabastos/status/1129103403823652871; None; None
2019-05-14 05:10:02+00:00; rafinhabastos; @MariCabral00 @SuperCaruso Hahehhahe! Muito bom isso.; 1; 0; 8; 0; https://twitter.com/rafinhabastos/status/1128165550243233792; None; None
2019-05-13 21:33:42+00:00; rafinhabastos; @giovannoni12 Culpa? Tu tá louco, Guilherme?!?!; 10; 2; 118; 0; https://twitter.com/rafinhabastos/status/1128050713559363585; None; None
2019-05-13 12:18:25+00:00; rafinhabastos; @MarcoADSouza1 Pelamordedeus; 1; 1; 3; 0; https://twitter.com/rafinhabastos/status/1127910968053325824; None; None
2019-05-13 12:09:05+00:00; rafinhabastos; @otaviano Bato uma punheta muito fera.; 54; 23; 766; 2; https://twitter.com/rafinhabastos/status/1127908620086046720; None; None
2019-05-13 12:07:47+00:00; rafinhabastos; Essa foto merece prêmio. https://t.co/EGN7zLrITb; 78; 623; 5371; 75; https://twitter.com/rafinhabastos/status/1127908295115599874; None; None
2019-05-11 02:26:52+00:00; rafinhabastos; @Profile_carlos Pode crê. Sou mesmo. Tô véio; 0; 0; 18; 0; https://twitter.com/rafinhabastos/status/1127037326197022720; None; None
2019-05-10 23:16:38+00:00; rafinhabastos; Tá... legal vc com filtro de criança. Tá bom já. Obg.; 63; 330; 1909; 21; https://twitter.com/rafinhabastos/status/1126989450750251008; None; None
2019-05-09 18:53:13+00:00; rafinhabastos; @imkelven @cauemoura @DanielAlderwei3 Comportamento ultra comum em valentão de internets.; 1; 2; 201; 0; https://twitter.com/rafinhabastos/status/1126560771859566592; None; None
2019-05-09 18:44:38+00:00; rafinhabastos; Que bonitinho eu ali equilibrado, racional e propondo a paz entre os povos (aka ‘Isentão do Caraio’). https://t.co/89CGVa437p; 82; 29; 885; 4; https://twitter.com/rafinhabastos/status/1126558613776916480; None; None
2019-05-09 18:40:14+00:00; rafinhabastos; @psantunes Olha q bonitinho eu ali. Super racional e amigão.; 16; 1; 146; 0; https://twitter.com/rafinhabastos/status/1126557506510082048; None; None
2019-05-09 10:38:00+00:00; rafinhabastos; @XtineBigHouse Só fun! Thanks for having me!; 1; 0; 14; 0; https://twitter.com/rafinhabastos/status/1126436146672689152; None; None
2019-05-08 12:37:14+00:00; rafinhabastos; @bicmuller hahahwhhahe! Aí o cara chega e tira os dinheiro da educação. Ahahehhah; 25; 6; 387; 1; https://twitter.com/rafinhabastos/status/1126103765499559936; None; None
2019-05-08 12:29:45+00:00; rafinhabastos; @wagnerlessasp Vc tem tetas. Abs; 2; 0; 60; 0; https://twitter.com/rafinhabastos/status/1126101884282867712; None; None
2019-05-08 12:29:18+00:00; rafinhabastos; @JonyPedro2 Vc usa boné dentro de casa, champz... quietinho aí.; 2; 0; 95; 0; https://twitter.com/rafinhabastos/status/1126101770411827200; None; None
2019-05-08 07:00:06+00:00; rafinhabastos; @pac_man @bferrari Parabéns, jovem. https://t.co/yw1iLaph4l; 2; 0; 19; 0; https://twitter.com/rafinhabastos/status/1126018923558662144; None; None
2019-05-08 06:57:19+00:00; rafinhabastos; @pac_man @bferrari No mesmo mês entrevistei Carina Vitral, Glen Greenwald e Boulos. Abs.; 2; 0; 20; 0; https://twitter.com/rafinhabastos/status/1126018221675433984; None; None
2019-05-06 17:25:29+00:00; rafinhabastos; @Kidids Eu sou; 1; 0; 1; 0; https://twitter.com/rafinhabastos/status/1125451528909627397; None; None
2019-05-05 10:58:43+00:00; rafinhabastos; @Padig Heheheahaw! Sinto-me honrado. Maldito ditado.; 0; 0; 9; 0; https://twitter.com/rafinhabastos/status/1124991810013523968; None; None
2019-05-05 01:01:27+00:00; rafinhabastos; Daí eu vou convidar abertamente o cara pra me dar uma entrevista, resolvo usar o DITADO do celular e sai “a” em vez de “há”. Se eu fosse o senhor, não topava e ainda xingava.; 39; 6; 1080; 0; https://twitter.com/rafinhabastos/status/1124841501626851328; None; None
2019-05-05 00:57:57+00:00; rafinhabastos; @crawmari Tb achei q a gola alta tinha sumido e a senhora provou q ñ. Esse mundo é cheio de surpresas, não é mesmo?; 40; 5; 737; 4; https://twitter.com/rafinhabastos/status/1124840621229858816; None; None
2019-05-05 00:54:45+00:00; rafinhabastos; @oliviatomazela Mala pacaraio; 4; 0; 112; 0; https://twitter.com/rafinhabastos/status/1124839816741318657; None; None
2019-05-04 21:15:16+00:00; rafinhabastos; E vc tem medo do que? To tentando levar o senhor no 8 minutos a mais de 3 anos. Continuo no aguardo. https://t.co/BCQw4cGYn2; 230; 141; 3259; 28; https://twitter.com/rafinhabastos/status/1124784583411507201; None; https://twitter.com/Haddad_Fernando/status/1124731627802898432
2019-05-03 20:58:00+00:00; rafinhabastos; @odiodobemnews Champz... tua frase era “vc disse que a culpa era da galera que votou no Bolsonaro”... SEM EXPLICAR SOBRE O Q TAVA FALANDo. Achei q eram os processos. Tá tudo explicado aqui: https://t.co/l3IE3zsIpM; 5; 1; 13; 0; https://twitter.com/rafinhabastos/status/1124417848196001792; None; None
2019-05-02 21:04:35+00:00; rafinhabastos; @raulveiga Ae... de boas... olhei teu Instagram e e apenas sorri. Tira essa fantasia ridícula da 25 de março que vc usa pra brincar de igrejinha na TV e vem falar aí. Abs; 2; 0; 12; 0; https://twitter.com/rafinhabastos/status/1124057117760139274; None; None
2019-05-02 13:22:54+00:00; rafinhabastos; @NemethEsdras Tu não tem cérebro pra falar em nome de ninguém, iogurte de bosta.; 7; 0; 30; 0; https://twitter.com/rafinhabastos/status/1123940930627809280; None; None
2019-05-02 13:21:46+00:00; rafinhabastos; @Bimbatch Vê lá o q sai. Tá bacana; 1; 0; 3; 0; https://twitter.com/rafinhabastos/status/1123940647642308609; None; None
2019-05-02 13:03:12+00:00; rafinhabastos; @renataosilva HHahahhshas; 0; 0; 5; 0; https://twitter.com/rafinhabastos/status/1123935972989833220; None; None
2019-05-02 13:00:00+00:00; rafinhabastos; @Ariel34651786 Mais um covarde anônimo. Tá tudo respondido ali, amigão.; 1; 0; 1; 0; https://twitter.com/rafinhabastos/status/1123935166592892934; None; None
2019-05-02 12:59:14+00:00; rafinhabastos; @PredaconF @Fabioebenezer12 Respondido item por item.; 3; 0; 1; 0; https://twitter.com/rafinhabastos/status/1123934974166618113; None; None
2019-05-02 12:58:21+00:00; rafinhabastos; @OliveiraDco Pq champz?! Tá tudo respondido.; 4; 0; 7; 0; https://twitter.com/rafinhabastos/status/1123934753114218502; None; None
2019-05-02 12:49:04+00:00; rafinhabastos; @odiodobemnews ??? Não entendi. A fonte é ruim então a entrevista é de mentira? O que eles falaram não é real? Aprende a te comunicar, zebu! Pergunta: tu te esconde num perfil anônimo pra tua família não ter vergonha de ti?; 10; 0; 19; 0; https://twitter.com/rafinhabastos/status/1123932416928829440; None; None
2019-05-02 12:42:55+00:00; rafinhabastos; @yagoparola Ae seu bosta... tudo respondido; 3; 0; 4; 0; https://twitter.com/rafinhabastos/status/1123930868131737602; None; None
2019-05-02 12:41:08+00:00; rafinhabastos; @odiodobemnews Não inventa. Este papo de apagar Tweet é mentira. Prova disso é esse aqui: https://t.co/0f8OgNh9Tk que gerou matéria em tudo que é portal falando mal de mim e tá ali vivão. Tenta de novo. Pode vir!; 9; 0; 28; 0; https://twitter.com/rafinhabastos/status/1123930421102882820; None; https://twitter.com/rafinhabastos/status/67278649962934272
2019-05-02 12:38:44+00:00; rafinhabastos; @odiodobemnews To aqui pro que vc quiser saber. Tudo q vc apontou tá respondido. E to esperando a tal hipocrisia que vc ñ provou. E este papo de apagar Tweet é mentira. A o rova tá nesse Tweet https://t.co/0f8OgNh9Tk que gerou matéria em tudo que é portal falando mal de mim e tá ali vivão. 👍; 8; 0; 18; 0; https://twitter.com/rafinhabastos/status/1123929815382466560; None; https://twitter.com/rafinhabastos/status/67278649962934272
2019-05-02 12:29:12+00:00; rafinhabastos; @PabloHoties @odiodobemnews Absolutamente nunca fiquei sabendo de entrevista do meu pai. Se comparou com nazismo, exagerou. Não tenho controle do que ele fala.; 1; 0; 2; 0; https://twitter.com/rafinhabastos/status/1123927415649120263; None; None
2019-05-02 12:22:28+00:00; rafinhabastos; @lporces Perdão. Tens razão.; 1; 1; 18; 0; https://twitter.com/rafinhabastos/status/1123925724254081026; None; None
2019-05-02 10:06:14+00:00; rafinhabastos; @odiodobemnews HahahHe! O Texto do meu pai FUI EU QUE ESCREVI, ZEBU. Não vou ficar advogando meu curriculo pra mané que não dá a cara na web. Mas adorei o papo. Se quiser encontrar, só marcar. Tô em SP no mês que vem. Só vem de fralda pq cagão que se esconde em logotipo suja a calça. Bjo.; 17; 0; 38; 1; https://twitter.com/rafinhabastos/status/1123891440218791936; None; None
2019-05-02 09:58:30+00:00; rafinhabastos; @SargentoFAHUR @odiodobemnews Hahhwhshhe! Relaxa tiozão. Vai cair o bigode postiço.; 76; 4; 139; 0; https://twitter.com/rafinhabastos/status/1123889490454560769; None; None
2019-05-02 09:44:19+00:00; rafinhabastos; @odiodobemnews Mas quando eu disse que a culpa é de quem votou no Bolsonaro? Culpa do que? Bolsonaro nem tinha aparecido no Superpop quando essas coisas aconteceram. Mano... c é analfabeto funcional.; 34; 2; 33; 1; https://twitter.com/rafinhabastos/status/1123885924235001867; None; None
2019-05-02 09:42:38+00:00; rafinhabastos; @odiodobemnews O que tem a ver o ânus com as calças? O cara me apoiou... o que tem de mal nisso? Gente pra caralho me apoiou e bateu em mim de todos os lados. Teu argumento não tem nem sentido, campeão.; 5; 0; 19; 0; https://twitter.com/rafinhabastos/status/1123885498190245888; None; None
2019-05-02 09:36:28+00:00; rafinhabastos; @odiodobemnews AhehHheh! Caralho... vc nem assistiu o programa, trouxa. Se assistisse veria ver que EU MESMO entrevistei o presidente do Conselho Nacional dos Médicos que queria a expulsão dos cubanos. Mano... c achei que c ia pelo menos se informar pra parecer valentão aqui.; 2; 0; 29; 0; https://twitter.com/rafinhabastos/status/1123883947950321664; None; None
2019-05-02 09:32:51+00:00; rafinhabastos; @odiodobemnews Sim... tenho 42 anos e morro de medo de magoar meu pai. Se ele ficar chateado, eu posso não ir pra Ilha do Mel no final do ano.; 4; 0; 29; 0; https://twitter.com/rafinhabastos/status/1123883037257863168; None; None
2019-05-02 09:31:22+00:00; rafinhabastos; @odiodobemnews Nunca votei no PT na minha vida, champz. Nunca. Mais mentirinha de anônimo.; 5; 0; 19; 0; https://twitter.com/rafinhabastos/status/1123882663608225798; None; None
2019-05-02 09:28:52+00:00; rafinhabastos; @odiodobemnews Não é pq sou colega q preciso concordar com tudo. Defendi ele dessa vez, como já defendi em outras. Se não concordo com algo... não defendo.; 2; 0; 17; 0; https://twitter.com/rafinhabastos/status/1123882036614324224; None; None
2019-05-02 09:27:08+00:00; rafinhabastos; @odiodobemnews Nunca fui censurado. Nunca. E nunca disse que fui. Vc nem sabe o que vc ta falando... mas repito: fácil inventar qdo nem identidade o trouxa tem.; 2; 0; 18; 0; https://twitter.com/rafinhabastos/status/1123881598280183809; None; None
2019-05-02 09:25:31+00:00; rafinhabastos; @odiodobemnews Sim champz... quer saber? Fui suspenso e senao aceitasse a suspensão estaria fora. Não aceitei. O tipo de coragem q imbecis como vc q nem a cara da na Internet não tem.; 3; 0; 36; 0; https://twitter.com/rafinhabastos/status/1123881193001320449; None; None
2019-05-02 09:23:35+00:00; rafinhabastos; @odiodobemnews Mostra onde eu disse isso? Tá mentindo, amigão. Bem... pra um coitado q inventa perfil anonimo não é dificil.; 1; 0; 18; 0; https://twitter.com/rafinhabastos/status/1123880704495038470; None; None
2019-05-02 09:21:40+00:00; rafinhabastos; @odiodobemnews AbsolutaMente nunca disse isso, champz.; 5; 0; 17; 0; https://twitter.com/rafinhabastos/status/1123880224192700416; None; None
2019-05-01 11:19:06+00:00; rafinhabastos; Melrose Avenue, Los Angeles. Ae mãe... olha a cara feia do seu filho em Hollywood (ou como vc chamava o cigarro: Oliú)! @HollywoodImprov https://t.co/gExGssazrD; 33; 11; 745; 2; https://twitter.com/rafinhabastos/status/1123547386242985984; None; None
2019-04-30 18:14:18+00:00; rafinhabastos; @odiodobemnews Se não quiser passar vergonha com esse perfil anônimo pra todo mundo ver, fica tranquilo. Mandei dm. Ainda to esperando. https://t.co/tNNp59yH27; 33; 0; 45; 0; https://twitter.com/rafinhabastos/status/1123289490032742400; None; None
